"taxon.name","taxon.rank","identifications_count","created_at","observed_on","longitude","latitude","positional_accuracy","user.login","user.id","user.name","user.observations_count","user.identifications_count","user.activity_count","license_code","num_identification_agreements","uri","stateProvince","season"
"Carpobrotus edulis","species",2,"2023-06-05T15:08:19-03:00","2023-05-10",-55.8471087714,-34.7893872486,15,"intendencia_de_canelones",5779479,"Canelones Sustentable",425,3,428,"cc-by-nc",2,"https://www.inaturalist.org/observations/165758448","Canelones","otoño"
"Carpobrotus edulis","species",2,"2023-05-09T12:15:44-03:00","2023-05-09",-56.0722191242,-34.8980084476,4,"gabriellaufer",2398513,"Gabriel Laufer",935,751,1686,"cc0",2,"https://www.inaturalist.org/observations/160747945","Montevideo Department","otoño"
"Carpobrotus edulis","species",2,"2023-05-08T22:08:31-03:00","2023-05-07",-53.5372134671,-34.0330944987,127,"joan349",5400623,"Joan Pomies",52,0,52,,2,"https://www.inaturalist.org/observations/160665773","Rocha","otoño"
"Carpobrotus edulis","species",2,"2023-05-07T22:26:54-03:00","2023-05-07",-55.75315,-34.7644444444,,"ornitoloca",3322591,"Agustina Medina",1564,343,1907,"cc-by",2,"https://www.inaturalist.org/observations/160469238","Canelones","otoño"
"Carpobrotus edulis","species",3,"2023-05-06T13:52:43-03:00","2023-05-06",-56.1056964007,-34.8963221955,7,"gabriellaufer",2398513,"Gabriel Laufer",935,751,1686,"cc0",3,"https://www.inaturalist.org/observations/160107383","Montevideo","otoño"
"Carpobrotus edulis","species",3,"2023-05-06T13:52:05-03:00","2023-05-06",-56.1060467642,-34.8963020789,3,"gabriellaufer",2398513,"Gabriel Laufer",935,751,1686,"cc0",3,"https://www.inaturalist.org/observations/160107298","Montevideo","otoño"
"Carpobrotus edulis","species",1,"2023-04-29T21:04:27-03:00","2023-04-29",-55.8188194444,-34.7728527778,,"ornitoloca",3322591,"Agustina Medina",1564,343,1907,"cc-by",1,"https://www.inaturalist.org/observations/157858181","Canelones","otoño"
"Carpobrotus edulis","species",1,"2023-04-29T00:20:11-03:00","2023-04-27",-55.4069143161,-34.7664299838,36,"ornitoloca",3322591,"Agustina Medina",1564,343,1907,"cc-by",1,"https://www.inaturalist.org/observations/157424891","Maldonado","otoño"
"Carpobrotus edulis","species",1,"2023-04-25T14:01:46-03:00","2023-04-25",-54.9577083333,-34.9312383333,1,"enriquecenoz",5890577,"Enrique Cenoz",1338,384,1722,"cc-by-nc",1,"https://www.inaturalist.org/observations/156602647","Maldonado","otoño"
"Carpobrotus edulis","species",1,"2023-04-23T18:50:22-03:00","2023-04-23",-54.8697630689,-34.9205728637,134,"ornitoloca",3322591,"Agustina Medina",1564,343,1907,"cc-by",1,"https://www.inaturalist.org/observations/156316414","Maldonado","otoño"
"Carpobrotus edulis","species",1,"2023-04-23T18:49:41-03:00","2023-04-23",-54.8676330596,-34.9201874412,87,"ornitoloca",3322591,"Agustina Medina",1564,343,1907,"cc-by",1,"https://www.inaturalist.org/observations/156316292","Maldonado","otoño"
"Carpobrotus edulis","species",2,"2023-04-12T07:08:24-03:00","2023-04-06",-55.1504221667,-34.8795083333,6,"jennigon",4160471,,43,12,55,"cc-by-nc",2,"https://www.inaturalist.org/observations/154544864","Maldonado","otoño"
"Carpobrotus edulis","species",1,"2023-04-09T15:23:09-03:00","2023-04-09",-56.0348349531,-34.8823542148,8,"gabriellaufer",2398513,"Gabriel Laufer",935,751,1686,"cc0",1,"https://www.inaturalist.org/observations/154140599","Montevideo","otoño"
"Carpobrotus edulis","species",1,"2023-04-09T15:20:28-03:00","2023-04-09",-56.0406682548,-34.8849537783,4,"gabriellaufer",2398513,"Gabriel Laufer",935,751,1686,"cc0",1,"https://www.inaturalist.org/observations/154140160","Montevideo","otoño"
"Carpobrotus edulis","species",1,"2023-04-09T15:19:50-03:00","2023-04-09",-56.0409340449,-34.8851654632,4,"gabriellaufer",2398513,"Gabriel Laufer",935,751,1686,"cc0",1,"https://www.inaturalist.org/observations/154140050","Montevideo","otoño"
"Carpobrotus edulis","species",1,"2023-04-09T15:19:27-03:00","2023-04-09",-56.0448916667,-34.8867916667,11,"gabriellaufer",2398513,"Gabriel Laufer",935,751,1686,"cc0",1,"https://www.inaturalist.org/observations/154139981","Montevideo","otoño"
"Carpobrotus edulis","species",1,"2023-04-08T18:52:35-03:00","2023-04-07",-55.6136888889,-34.7715055556,,"leila155",5503949,"Leila Ackermann",326,1,327,,1,"https://www.inaturalist.org/observations/154006507","Canelones","otoño"
"Carpobrotus edulis","species",1,"2023-04-07T16:29:23-03:00","2023-04-05",-55.0449441746,-34.9108696714,59,"lurtri",2633413,"Lucía Rodríguez-Tricot",526,492,1018,"cc-by-nc",1,"https://www.inaturalist.org/observations/153844993","Maldonado","otoño"
"Carpobrotus edulis","species",1,"2023-04-07T16:28:44-03:00","2023-04-05",-55.0455694646,-34.9101122056,105,"lurtri",2633413,"Lucía Rodríguez-Tricot",526,492,1018,"cc-by-nc",1,"https://www.inaturalist.org/observations/153844895","Maldonado","otoño"
"Carpobrotus edulis","species",1,"2023-04-07T13:38:26-03:00","2023-04-07",-55.7767980833,-34.7709158972,,"diego_v",2685232,"Diego",1011,1235,2246,"cc-by-nc",1,"https://www.inaturalist.org/observations/153824614","Canelones","otoño"
"Carpobrotus edulis","species",1,"2023-04-05T17:51:43-03:00","2023-04-05",-55.0457333333,-34.910255,7,"mattzarrr",2595924,"Matías Zarucki",2177,1163,3340,"cc-by-nc",1,"https://www.inaturalist.org/observations/153610798","Maldonado","otoño"
"Carpobrotus edulis","species",3,"2023-04-05T12:33:44-03:00","2023-03-08",-54.8090530439,-34.8729902173,1953,"tomillo",3973236,"",1340,52,1392,"cc-by-nc",3,"https://www.inaturalist.org/observations/153574035","Maldonado","verano"
"Carpobrotus edulis","species",1,"2023-04-03T15:15:00-03:00","2023-04-02",-54.8656710237,-34.913946203,78,"lurtri",2633413,"Lucía Rodríguez-Tricot",526,492,1018,"cc-by-nc",1,"https://www.inaturalist.org/observations/153350214","Maldonado","otoño"
"Carpobrotus edulis","species",1,"2023-03-27T17:04:55-03:00","2023-03-08",-55.0454055556,-34.9135555556,,"matthiasf",255289,"Matthias Foellmer",2346,114,2460,"cc-by-nc",1,"https://www.inaturalist.org/observations/152541633","Maldonado","verano"
"Carpobrotus edulis","species",1,"2023-03-26T20:17:47-03:00","2023-03-26",-55.8602743596,-34.793925366,46,"ornitoloca",3322591,"Agustina Medina",1564,343,1907,"cc-by",1,"https://www.inaturalist.org/observations/152438876","Canelones","verano"
"Carpobrotus edulis","species",2,"2023-03-14T15:47:48-03:00","2023-03-14",-54.9690166667,-34.9222633333,5,"mattzarrr",2595924,"Matías Zarucki",2177,1163,3340,"cc-by-nc",2,"https://www.inaturalist.org/observations/151143893","Maldonado","verano"
"Carpobrotus edulis","species",2,"2023-03-14T15:46:54-03:00","2023-03-14",-54.9688716667,-34.92236,4,"mattzarrr",2595924,"Matías Zarucki",2177,1163,3340,"cc-by-nc",2,"https://www.inaturalist.org/observations/151143845","Maldonado","verano"
"Carpobrotus edulis","species",2,"2023-03-07T13:09:05-03:00","2023-03-07",-54.9734733333,-34.9187433333,5,"mattzarrr",2595924,"Matías Zarucki",2177,1163,3340,"cc-by-nc",2,"https://www.inaturalist.org/observations/150497307","Maldonado","verano"
"Carpobrotus edulis","species",2,"2023-03-07T13:08:13-03:00","2023-03-07",-54.9733833333,-34.9187966667,4,"mattzarrr",2595924,"Matías Zarucki",2177,1163,3340,"cc-by-nc",2,"https://www.inaturalist.org/observations/150497260","Maldonado","verano"
"Carpobrotus edulis","species",1,"2023-03-04T18:17:26-03:00","2023-03-04",-55.0008007977,-34.9098130781,7,"lurtri",2633413,"Lucía Rodríguez-Tricot",526,492,1018,"cc-by-nc",1,"https://www.inaturalist.org/observations/150245299","Maldonado","verano"
"Carpobrotus edulis","species",1,"2023-03-04T18:16:00-03:00","2023-03-04",-55.0008744746,-34.9099769024,11,"lurtri",2633413,"Lucía Rodríguez-Tricot",526,492,1018,"cc-by-nc",1,"https://www.inaturalist.org/observations/150245186","Maldonado","verano"
"Carpobrotus edulis","species",2,"2023-03-04T18:13:45-03:00","2023-03-04",-55.0006816071,-34.9100983981,8,"lurtri",2633413,"Lucía Rodríguez-Tricot",526,492,1018,"cc-by-nc",2,"https://www.inaturalist.org/observations/150245008","Maldonado","verano"
"Carpobrotus edulis","species",1,"2023-02-25T18:10:04-03:00","2023-02-25",-53.5496427036,-34.0537332306,4,"gabriellaufer",2398513,"Gabriel Laufer",935,751,1686,"cc0",1,"https://www.inaturalist.org/observations/149666564","Rocha","verano"
"Carpobrotus edulis","species",2,"2023-02-22T18:26:26-03:00","2023-02-22",-54.9732641503,-34.9186660766,113,"lurtri",2633413,"Lucía Rodríguez-Tricot",526,492,1018,"cc-by-nc",2,"https://www.inaturalist.org/observations/149431100","Maldonado","verano"
"Carpobrotus edulis","species",1,"2023-02-20T18:18:36-03:00","2023-02-20",-54.9371864,-34.95762192,9,"musalem",5284547,"K. Musálem",130,24,154,"cc-by-nc",1,"https://www.inaturalist.org/observations/149265269","Maldonado","verano"
"Carpobrotus edulis","species",1,"2023-02-20T13:18:15-03:00","2023-02-20",-54.9383629952,-34.9584294577,9,"gabriellaufer",2398513,"Gabriel Laufer",935,751,1686,"cc0",1,"https://www.inaturalist.org/observations/149239474","Maldonado","verano"
"Carpobrotus edulis","species",2,"2023-02-20T00:41:11-03:00","2023-02-19",-54.7033576944,-34.8504104444,,"leila155",5503949,"Leila Ackermann",326,1,327,,2,"https://www.inaturalist.org/observations/149203139","Maldonado","verano"
"Carpobrotus edulis","species",2,"2023-02-19T18:15:06-03:00","2023-02-19",-54.8401000165,-34.9103190936,7,"gabriellaufer",2398513,"Gabriel Laufer",935,751,1686,"cc0",2,"https://www.inaturalist.org/observations/149169295","Maldonado","verano"
"Carpobrotus edulis","species",1,"2023-02-19T18:12:01-03:00","2023-02-19",-54.8402997572,-34.9099267787,3,"gabriellaufer",2398513,"Gabriel Laufer",935,751,1686,"cc0",1,"https://www.inaturalist.org/observations/149168987","Maldonado","verano"
"Carpobrotus edulis","species",3,"2023-02-15T22:42:51-03:00","2023-01-24",-54.633318,-34.8435509722,,"mateo310",6221575,"Mateo Peña",196,84,280,"cc-by",3,"https://www.inaturalist.org/observations/148868594","Maldonado","verano"
"Carpobrotus edulis","species",5,"2023-02-15T15:00:41-03:00","2023-02-15",-55.0800199,-34.8773397,,"germanio",4324825,"Germán Hohmann",234,6,240,,5,"https://www.inaturalist.org/observations/148838888","Maldonado","verano"
"Carpobrotus edulis","species",2,"2023-02-12T12:44:56-03:00","2023-02-12",-54.97661201,-34.91732969,12,"mattzarrr",2595924,"Matías Zarucki",2177,1163,3340,"cc-by-nc",2,"https://www.inaturalist.org/observations/148609917","Maldonado","verano"
"Carpobrotus edulis","species",1,"2023-01-25T13:08:31-03:00","2023-01-25",-55.1143852249,-34.8781872628,204,"laurillac",4959584,"",119,1,120,"cc-by-nc",1,"https://www.inaturalist.org/observations/147333000","Maldonado","verano"
"Carpobrotus edulis","species",2,"2023-01-24T12:44:56-03:00","2023-01-24",-54.97642389,-34.91736245,5,"mattzarrr",2595924,"Matías Zarucki",2177,1163,3340,"cc-by-nc",2,"https://www.inaturalist.org/observations/147268384","Maldonado","verano"
"Carpobrotus edulis","species",2,"2023-01-24T12:43:55-03:00","2023-01-24",-54.97633904,-34.91735107,5,"mattzarrr",2595924,"Matías Zarucki",2177,1163,3340,"cc-by-nc",2,"https://www.inaturalist.org/observations/147268334","Maldonado","verano"
"Carpobrotus edulis","species",2,"2023-01-24T02:28:48-03:00","2023-01-23",-54.84434575,-34.9131938889,,"leila155",5503949,"Leila Ackermann",326,1,327,,2,"https://www.inaturalist.org/observations/147245932","Maldonado","verano"
"Carpobrotus edulis","species",2,"2023-01-22T14:21:46-03:00","2023-01-22",-55.5475992847,-34.7886908348,75,"jennigon",4160471,,43,12,55,"cc-by-nc",2,"https://www.inaturalist.org/observations/147122640","Canelones","verano"
"Carpobrotus edulis","species",1,"2023-01-21T00:09:22-03:00","2023-01-21",-54.9662518501,-34.9129957622,6,"mattzarrr",2595924,"Matías Zarucki",2177,1163,3340,"cc-by-nc",1,"https://www.inaturalist.org/observations/146999721","Maldonado","verano"
"Carpobrotus edulis","species",2,"2023-01-21T00:04:36-03:00","2023-01-21",-54.9632015079,-34.9129083332,6,"mattzarrr",2595924,"Matías Zarucki",2177,1163,3340,"cc-by-nc",2,"https://www.inaturalist.org/observations/146999397","Maldonado","verano"
"Carpobrotus edulis","species",2,"2023-01-20T21:12:11-03:00","2023-01-20",-54.9660583958,-34.9125649398,7,"mattzarrr",2595924,"Matías Zarucki",2177,1163,3340,"cc-by-nc",2,"https://www.inaturalist.org/observations/146990683","Maldonado","verano"
"Carpobrotus edulis","species",2,"2023-01-19T23:43:43-03:00","2023-01-05",-54.6343307,-34.8421655,27,"gatorpig",3199887,"",75,0,75,"cc-by-nc",2,"https://www.inaturalist.org/observations/146931423","Maldonado","verano"
"Carpobrotus edulis","species",1,"2023-01-19T09:21:50-03:00","2023-01-18",-55.046275,-34.914925,,"uruguayensis",6137073,"Juan Puglia",64,0,64,"cc-by",1,"https://www.inaturalist.org/observations/146885644","Maldonado","verano"
"Carpobrotus edulis","species",1,"2023-01-18T09:55:40-03:00","2023-01-13",-55.0154055556,-34.9073333333,,"pabloferbus",2710931,"Pablo Fernandez",47,0,47,,1,"https://www.inaturalist.org/observations/146822047","Maldonado","verano"
"Carpobrotus edulis","species",4,"2023-01-15T20:58:58-03:00","2023-01-15",-54.1855446249,-34.6566652003,122,"lurtri",2633413,"Lucía Rodríguez-Tricot",526,492,1018,"cc-by-nc",4,"https://www.inaturalist.org/observations/146650655","Rocha","verano"
"Carpobrotus edulis","species",3,"2023-01-15T20:57:57-03:00","2023-01-15",-54.188910462,-34.656112792,41,"lurtri",2633413,"Lucía Rodríguez-Tricot",526,492,1018,"cc-by-nc",3,"https://www.inaturalist.org/observations/146650577","Rocha","verano"
"Carpobrotus edulis","species",2,"2023-01-15T19:03:32-03:00","2023-01-15",-55.274325,-34.88847,4,"gabriellaufer",2398513,"Gabriel Laufer",935,751,1686,"cc0",2,"https://www.inaturalist.org/observations/146642537","Maldonado","verano"
"Carpobrotus edulis","species",2,"2023-01-15T19:00:43-03:00","2023-01-15",-55.264655,-34.8911083333,4,"gabriellaufer",2398513,"Gabriel Laufer",935,751,1686,"cc0",2,"https://www.inaturalist.org/observations/146642317","Maldonado","verano"
"Carpobrotus edulis","species",2,"2023-01-15T18:58:51-03:00","2023-01-15",-55.2605833333,-34.8930333333,4,"gabriellaufer",2398513,"Gabriel Laufer",935,751,1686,"cc0",2,"https://www.inaturalist.org/observations/146642176","Maldonado","verano"
"Carpobrotus edulis","species",2,"2023-01-15T18:56:28-03:00","2023-01-15",-55.2580197444,-34.895727992,4,"gabriellaufer",2398513,"Gabriel Laufer",935,751,1686,"cc0",2,"https://www.inaturalist.org/observations/146642045","Maldonado","verano"
"Carpobrotus edulis","species",2,"2023-01-15T18:55:43-03:00","2023-01-15",-55.2577124766,-34.8963716327,4,"gabriellaufer",2398513,"Gabriel Laufer",935,751,1686,"cc0",2,"https://www.inaturalist.org/observations/146641979","Maldonado","verano"
"Carpobrotus edulis","species",2,"2023-01-15T18:51:31-03:00","2023-01-15",-55.2600928086,-34.9039351677,4,"gabriellaufer",2398513,"Gabriel Laufer",935,751,1686,"cc0",2,"https://www.inaturalist.org/observations/146641645","Maldonado","verano"
"Carpobrotus edulis","species",2,"2023-01-15T18:51:13-03:00","2023-01-15",-55.25612,-34.9021533333,4,"gabriellaufer",2398513,"Gabriel Laufer",935,751,1686,"cc0",2,"https://www.inaturalist.org/observations/146641633","Maldonado","verano"
"Carpobrotus edulis","species",1,"2023-01-15T18:43:08-03:00","2023-01-15",-55.2486633333,-34.8995383333,12,"gabriellaufer",2398513,"Gabriel Laufer",935,751,1686,"cc0",1,"https://www.inaturalist.org/observations/146641095","Maldonado","verano"
"Carpobrotus edulis","species",2,"2023-01-15T13:34:34-03:00","2023-01-15",-55.0144583333,-34.9094583333,4,"gabriellaufer",2398513,"Gabriel Laufer",935,751,1686,"cc0",2,"https://www.inaturalist.org/observations/146618601","Maldonado","verano"
"Carpobrotus edulis","species",2,"2023-01-15T13:34:18-03:00","2023-01-15",-54.9561916667,-34.9323116667,4,"gabriellaufer",2398513,"Gabriel Laufer",935,751,1686,"cc0",2,"https://www.inaturalist.org/observations/146618570","Maldonado","verano"
"Carpobrotus edulis","species",2,"2023-01-15T13:22:23-03:00","2023-01-15",-54.17486624,-34.6632653,3,"mattzarrr",2595924,"Matías Zarucki",2177,1163,3340,"cc-by-nc",2,"https://www.inaturalist.org/observations/146617550","Rocha","verano"
"Carpobrotus edulis","species",2,"2023-01-15T10:21:59-03:00","2023-01-15",-54.18577653,-34.65639616,7,"mattzarrr",2595924,"Matías Zarucki",2177,1163,3340,"cc-by-nc",2,"https://www.inaturalist.org/observations/146607130","Rocha","verano"
"Carpobrotus edulis","species",3,"2023-01-15T10:15:48-03:00","2023-01-15",-54.18987814,-34.65626893,9,"mattzarrr",2595924,"Matías Zarucki",2177,1163,3340,"cc-by-nc",3,"https://www.inaturalist.org/observations/146606806","Rocha","verano"
"Carpobrotus edulis","species",3,"2023-01-15T10:14:35-03:00","2023-01-15",-54.19051695,-34.65597357,5,"mattzarrr",2595924,"Matías Zarucki",2177,1163,3340,"cc-by-nc",3,"https://www.inaturalist.org/observations/146606746","Rocha","verano"
"Carpobrotus edulis","species",3,"2023-01-14T14:02:07-03:00","2023-01-14",-55.8046063688,-34.7730639204,10,"daniel_hp",2495933,"daniel hernández",1414,1791,3205,"cc0",3,"https://www.inaturalist.org/observations/146540142","Canelones","verano"
"Carpobrotus edulis","species",2,"2023-01-14T09:18:47-03:00","2023-01-14",-53.7780798599,-34.4024150463,6,"juancruzescardo",3183171,"Juan Cruz Escardo",364,0,364,,2,"https://www.inaturalist.org/observations/146525194","Rocha","verano"
"Carpobrotus edulis","species",3,"2023-01-12T17:57:07-03:00","2022-07-10",-55.3567798063,-34.8051289656,61,"protozooma",6396951,"Marie Masquelin",23,1,24,"cc-by-nc",3,"https://www.inaturalist.org/observations/146422669","Maldonado","invierno"
"Carpobrotus edulis","species",2,"2023-01-12T12:08:31-03:00","2023-01-12",-54.16656443,-34.66356876,7,"mattzarrr",2595924,"Matías Zarucki",2177,1163,3340,"cc-by-nc",2,"https://www.inaturalist.org/observations/146402870","Rocha","verano"
"Carpobrotus edulis","species",2,"2023-01-12T12:06:39-03:00","2023-01-12",-54.16730969,-34.66373499,7,"mattzarrr",2595924,"Matías Zarucki",2177,1163,3340,"cc-by-nc",2,"https://www.inaturalist.org/observations/146402751","Rocha","verano"
"Carpobrotus edulis","species",3,"2023-01-12T12:04:31-03:00","2023-01-12",-54.16912607,-34.6637453,9,"mattzarrr",2595924,"Matías Zarucki",2177,1163,3340,"cc-by-nc",3,"https://www.inaturalist.org/observations/146402560","Rocha","verano"
"Carpobrotus edulis","species",4,"2023-01-12T10:50:51-03:00","2023-01-12",-54.17685078,-34.65889202,7,"mattzarrr",2595924,"Matías Zarucki",2177,1163,3340,"cc-by-nc",4,"https://www.inaturalist.org/observations/146399293","Rocha","verano"
"Carpobrotus edulis","species",4,"2023-01-12T10:47:43-03:00","2023-01-12",-54.17947893,-34.65705953,6,"mattzarrr",2595924,"Matías Zarucki",2177,1163,3340,"cc-by-nc",4,"https://www.inaturalist.org/observations/146399189","Rocha","verano"
"Carpobrotus edulis","species",4,"2023-01-12T10:43:43-03:00","2023-01-12",-54.1834409,-34.65521209,7,"mattzarrr",2595924,"Matías Zarucki",2177,1163,3340,"cc-by-nc",4,"https://www.inaturalist.org/observations/146399053","Rocha","verano"
"Carpobrotus edulis","species",3,"2023-01-12T10:39:47-03:00","2023-01-12",-54.18465665,-34.65472443,9,"mattzarrr",2595924,"Matías Zarucki",2177,1163,3340,"cc-by-nc",3,"https://www.inaturalist.org/observations/146398942","Rocha","verano"
"Carpobrotus edulis","species",3,"2023-01-12T10:33:41-03:00","2023-01-12",-54.1896912,-34.65613689,5,"mattzarrr",2595924,"Matías Zarucki",2177,1163,3340,"cc-by-nc",3,"https://www.inaturalist.org/observations/146398732","Rocha","verano"
"Carpobrotus edulis","species",2,"2023-01-12T08:48:55-03:00","2023-01-12",-54.19779863,-34.65551029,17,"mattzarrr",2595924,"Matías Zarucki",2177,1163,3340,"cc-by-nc",2,"https://www.inaturalist.org/observations/146395210","Rocha","verano"
"Carpobrotus edulis","species",2,"2023-01-12T08:47:13-03:00","2023-01-12",-54.1976348,-34.65565229,9,"mattzarrr",2595924,"Matías Zarucki",2177,1163,3340,"cc-by-nc",2,"https://www.inaturalist.org/observations/146395163","Rocha","verano"
"Carpobrotus edulis","species",2,"2023-01-11T18:24:58-03:00","2023-01-11",-54.1979316667,-34.65559,6,"jumanbar",2492337,"Juan Manuel Barreneche",174,111,285,,2,"https://www.inaturalist.org/observations/146359237","Rocha","verano"
"Carpobrotus edulis","species",3,"2023-01-11T14:12:29-03:00","2023-01-11",-53.7831340638,-34.2850086233,7,"tianal",2513920,"Tiana Leivas",377,1,378,"cc-by-nc",3,"https://www.inaturalist.org/observations/146344500","Rocha","verano"
"Carpobrotus edulis","species",3,"2023-01-11T13:35:01-03:00","2023-01-11",-54.1043843329,-34.5672256209,4,"sebahorta",326025,"Sebastián Horta",9,2,11,,3,"https://www.inaturalist.org/observations/146342544","Rocha","verano"
"Carpobrotus edulis","species",1,"2023-01-10T22:37:22-03:00","2023-01-09",-55.3907878697,-34.7913506961,65,"roman_lopez",4655629,"Román López",50,0,50,,1,"https://www.inaturalist.org/observations/146307705","Maldonado","verano"
"Carpobrotus edulis","species",3,"2023-01-10T22:19:16-03:00","2023-01-10",-55.7138274238,-34.7659066769,20,"laacolito",1791518,"Giovana Antunez",103,79,182,"cc-by-nc",3,"https://www.inaturalist.org/observations/146306693","Canelones","verano"
"Carpobrotus edulis","species",4,"2023-01-10T22:14:39-03:00","2023-01-10",-55.7145821303,-34.7665481405,37,"laacolito",1791518,"Giovana Antunez",103,79,182,"cc-by-nc",4,"https://www.inaturalist.org/observations/146306434","Canelones","verano"
"Carpobrotus edulis","species",4,"2023-01-10T22:12:53-03:00","2023-01-10",-55.71390789,-34.7654913342,20,"laacolito",1791518,"Giovana Antunez",103,79,182,"cc-by-nc",4,"https://www.inaturalist.org/observations/146306222","Canelones","verano"
"Carpobrotus edulis","species",3,"2023-01-10T18:29:28-03:00","2023-01-10",-53.7827333333,-34.2844383333,4,"tianal",2513920,"Tiana Leivas",377,1,378,"cc-by-nc",3,"https://www.inaturalist.org/observations/146294366","Rocha","verano"
"Carpobrotus edulis","species",2,"2023-01-10T18:27:00-03:00","2023-01-10",-53.7823077757,-34.283482823600004,4,"tianal",2513920,"Tiana Leivas",377,1,378,"cc-by-nc",2,"https://www.inaturalist.org/observations/146294199","Rocha","verano"
"Carpobrotus edulis","species",4,"2023-01-10T14:12:38-03:00","2023-01-09",-55.4194753,-34.7817645,2680,"victoria_bartaburu_debali",6424146,,2,0,2,"cc-by-nc",4,"https://www.inaturalist.org/observations/146280646","Canelones","verano"
"Carpobrotus edulis","species",3,"2023-01-10T14:12:38-03:00","2023-01-09",-55.4194753,-34.7817645,2680,"victoria_bartaburu_debali",6424146,,2,0,2,"cc-by-nc",3,"https://www.inaturalist.org/observations/146280645","Canelones","verano"
"Carpobrotus edulis","species",3,"2023-01-10T12:18:45-03:00","2022-11-20",-55.9953591228,-34.8602297397,15,"camilo303",6423905,"Camilo Lopez-Moreira",1,0,1,,3,"https://www.inaturalist.org/observations/146274697","Canelones","primavera"
"Carpobrotus edulis","species",3,"2023-01-10T01:48:21-03:00","2023-01-10",-55.5665966667,-34.7836,12,"facucs",5242039,"facundo cortondo",55,17,72,,3,"https://www.inaturalist.org/observations/146251684","Canelones","verano"
"Carpobrotus edulis","species",2,"2023-01-09T19:46:58-03:00","2023-01-09",-55.4629883333,-34.793925,6,"rodrigo601",5156926,"Rodrigo Postiglioni",3,0,3,,2,"https://www.inaturalist.org/observations/146234118","Canelones","verano"
"Carpobrotus edulis","species",2,"2023-01-09T13:28:40-03:00","2023-01-09",-53.789947629,-34.3358921737,20,"lcapurro",5249637,"Leandro Capurro",66,137,203,"cc-by-nc",2,"https://www.inaturalist.org/observations/146211779","Rocha","verano"
"Carpobrotus edulis","species",4,"2023-01-08T19:34:04-03:00","2023-01-08",-55.313500939,-34.832625934,5,"lula_kig",2482374,"Lula Kig",46,0,46,"cc-by-nc",4,"https://www.inaturalist.org/observations/146158085","Maldonado","verano"
"Carpobrotus edulis","species",2,"2023-01-05T15:34:56-03:00","2008-03-16",-55.7636882,-34.7694845,3000,"christiangilli",2616302,"Christian Gilli",6755,12142,18897,"cc-by-nc",2,"https://www.inaturalist.org/observations/145908480","Canelones","verano"
"Carpobrotus edulis","species",1,"2023-01-02T17:00:30-03:00","2015-10-19",-55.74603571,-34.77822057,25,"christiangilli",2616302,"Christian Gilli",6755,12142,18897,"cc-by-nc",1,"https://www.inaturalist.org/observations/145689039","Canelones","primavera"
"Carpobrotus edulis","species",1,"2022-12-27T22:32:10-03:00","2022-12-27",-55.0539819472,-34.8831769833,,"diego_v",2685232,"Diego",1011,1235,2246,"cc-by-nc",1,"https://www.inaturalist.org/observations/145228162","Maldonado","primavera"
