id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_state_name,place_country_name,place_admin1_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_class_name,taxon_order_name,taxon_family_name,taxon_genus_name
56907033,2011/11/13 9:10 AM UTC,2011-11-13,,UTC,1243227,barrylyons,Barry Lyons,2020-08-19 03:59:41 UTC,2020-08-20 03:20:58 UTC,research,,https://www.inaturalist.org/observations/56907033,https://static.inaturalist.org/photos/90724029/medium.jpeg,,"",,1,0,false,,"José Ignacio, Maldonado Department, Uruguay",-34.8359146,-54.6451455,1791,,,,1791,,,false,,,Maldonado,Uruguay,Maldonado,planta de hielo,Carpobrotus edulis,Garra de León,Plantae,49322,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Carpobrotus
59574883,2020-09-13 12:51:42 PM GMT-03:00,2020-09-13,2020-09-13 15:51:42 UTC,Brasilia,2726254,belen_olivera,Belén Olivera,2020-09-14 14:20:37 UTC,2022-04-03 16:12:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/59574883,https://inaturalist-open-data.s3.amazonaws.com/photos/95199351/medium.jpeg,,"",,2,0,false,2,"10, 20100 Punta del Este, Departamento de Maldonado, Uruguay",-34.9425543475,-54.9138029292,118,,,,118,,,false,gps,gps,Maldonado,Uruguay,Maldonado,planta de hielo,Carpobrotus edulis,Garra de León,Plantae,49322,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Carpobrotus
59671950,2020-09-15 10:00:50 AM GMT-03:00,2020-09-15,2020-09-15 13:00:50 UTC,Brasilia,3459757,eugenia47,Eugenia Larramendi,2020-09-15 12:56:28 UTC,2023-02-21 15:15:43 UTC,research,,https://www.inaturalist.org/observations/59671950,https://static.inaturalist.org/photos/95361887/medium.jpeg,,"",,2,0,false,2,"20302 Solís, Departamento de Maldonado, Uruguay",-34.7828748,-55.3857449,2299,,,,2299,,,false,,,Maldonado,Uruguay,Maldonado,planta de hielo,Carpobrotus edulis,Garra de León,Plantae,49322,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Carpobrotus
63814772,2020-10-30 9:09:43 AM GMT-03:00,2020-10-30,2020-10-30 12:09:43 UTC,Montevideo,2911172,cameronr,Roderick Cameron,2020-10-30 12:10:42 UTC,2021-12-13 22:42:02 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/63814772,https://inaturalist-open-data.s3.amazonaws.com/photos/102483667/medium.jpeg,,"",,1,0,false,2,"Carrasco, 11500 Montevideo, Montevideo Department, Uruguay",-34.88520251,-56.04116072,6,,,,6,,,false,,,Montevideo,Uruguay,Montevideo,sea fig,Carpobrotus edulis,Garra de León,Plantae,49322,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Carpobrotus
63814798,2020-10-30 9:10:52 AM GMT-03:00,2020-10-30,2020-10-30 12:10:52 UTC,Montevideo,2911172,cameronr,Roderick Cameron,2020-10-30 12:11:29 UTC,2021-12-13 22:42:02 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/63814798,https://inaturalist-open-data.s3.amazonaws.com/photos/102483840/medium.jpeg,,"",,1,0,false,2,"Carrasco, 11500 Montevideo, Montevideo Department, Uruguay",-34.88521855,-56.04106936,6,,,,6,,,false,,,Montevideo,Uruguay,Montevideo,sea fig,Carpobrotus edulis,Garra de León,Plantae,49322,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Carpobrotus
65441727,Sun Nov 22 2020 17:05:15 GMT-0300 (GMT-3),2020-11-22,2020-11-22 20:05:15 UTC,Brasilia,1414687,mateoalmada,,2020-11-23 00:03:27 UTC,2021-12-25 00:56:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/65441727,https://inaturalist-open-data.s3.amazonaws.com/photos/105332263/medium.jpg,,"",,2,0,false,3,"Las Tres Marías, Sección 10, Rocha, UY",-34.66433667,-54.17014667,5,,,,5,,,false,,,Rocha,Uruguay,Rocha,sea fig,Carpobrotus edulis,Garra de León,Plantae,49322,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Carpobrotus
68328641,Tue Jan 19 2021 12:05:38 GMT-0300 (GMT-3),2021-01-19,2021-01-19 15:05:38 UTC,Brasilia,3963768,benjaayres,,2021-01-19 15:05:59 UTC,2021-01-31 23:09:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/68328641,https://inaturalist-open-data.s3.amazonaws.com/photos/110610003/medium.jpg,,"","",2,0,false,3,"Calle 2, Sección 08, Canelones, UY",-34.7631860316,-55.6359024291,65,,,,65,,,false,,,Canelones,Uruguay,Canelones,planta de hielo,Carpobrotus edulis,Garra de León,Plantae,49322,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Carpobrotus
68463316,2021/01/20 2:47 PM CET,2021-01-20,2021-01-20 13:47:00 UTC,Paris,1633424,klaus16,Klaus Riede,2021-01-22 22:02:19 UTC,2021-01-23 01:10:27 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/68463316,https://inaturalist-open-data.s3.amazonaws.com/photos/110862359/medium.jpeg,,"",Invasiva! Frutas comestibles...,1,0,false,,"Barrio Dunas del Plata, Parque del Plata, Departamento de Canelones, Uruguay",-34.7629773208,-55.7054001507,31,,,,31,,,false,,,Canelones,Uruguay,Canelones,planta de hielo,Carpobrotus edulis,Garra de León,Plantae,49322,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Carpobrotus
70701312,2021-03-06 2:30:15 PM GMT-03:00,2021-03-06,2021-03-06 17:30:15 UTC,Montevideo,2079928,rpereirag,Ramiro Pereira Garbero,2021-03-07 00:12:15 UTC,2023-02-22 13:37:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/70701312,https://inaturalist-open-data.s3.amazonaws.com/photos/114985159/medium.jpeg,,"",,3,0,false,2,"20402 José Ignacio, Departamento de Maldonado, Uruguay",-34.8074188056,-54.5811118889,,,,,,,,false,gps,gps,Maldonado,Uruguay,Maldonado,planta de hielo,Carpobrotus edulis,Garra de León,Plantae,49322,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Carpobrotus
71651011,2021/03/20 11:47 AM CET,2021-03-20,2021-03-20 10:47:00 UTC,Paris,1633424,klaus16,Klaus Riede,2021-03-20 21:28:01 UTC,2021-03-21 00:55:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/71651011,https://inaturalist-open-data.s3.amazonaws.com/photos/116686813/medium.jpeg,,"",invading dune ecosystem. Note reddish coloration as an effect of intense UV irradiation,1,0,false,,"Parque del Plata Sur, Parque del Plata, Departamento de Canelones, Uruguay",-34.7700431988,-55.7241911768,45,,,,45,,,false,,,Canelones,Uruguay,Canelones,planta de hielo,Carpobrotus edulis,Garra de León,Plantae,49322,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Carpobrotus
72823752,2021/03/30 12:14 PM CEST,2021-03-30,2021-03-30 10:14:00 UTC,Paris,1633424,klaus16,Klaus Riede,2021-04-03 21:23:03 UTC,2021-09-02 15:53:35 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/72823752,https://inaturalist-open-data.s3.amazonaws.com/photos/118804930/medium.jpeg,,"","",2,0,false,,"Parque del Plata Sur, Parque del Plata, Departamento de Canelones, Uruguay",-34.7701544557,-55.7244801521,54,,,,54,,,false,,,Canelones,Uruguay,Canelones,sea fig,Carpobrotus edulis,Garra de León,Plantae,49322,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Carpobrotus
98669192,2021-10-16 12:45:00,2021-10-16,2021-10-16 12:45:00 UTC,UTC,3322591,ornitoloca,Agustina Medina,2021-10-19 02:46:17 UTC,2022-01-08 23:23:06 UTC,research,CC0,https://www.inaturalist.org/observations/98669192,https://static.inaturalist.org/photos/164332477/medium.jpeg,,"",,1,0,false,2,"Ruta 10 Y Solis, 15100 Marindia, Departamento de Canelones, Uruguay",-34.7805291003,-55.8269723877,786,,,,786,,,false,,,Canelones,Uruguay,Canelones,sea fig,Carpobrotus edulis,Garra de León,Plantae,49322,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Carpobrotus
99090688,2021/10/20 12:42 PM -0300,2021-10-20,2021-10-20 15:42:00 UTC,Montevideo,1439323,gmmv80,Guillermo Menéndez,2021-10-23 14:51:23 UTC,2021-12-19 04:30:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/99090688,https://inaturalist-open-data.s3.amazonaws.com/photos/165113373/medium.jpg,,"",exótica invasora,1,0,false,,"Playa Montoya, La Barra, Departamento de Maldonado, Uruguay",-34.9153995,-54.8483634,213,,,,213,,,false,,,Maldonado,Uruguay,Maldonado,sea fig,Carpobrotus edulis,Garra de León,Plantae,49322,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Carpobrotus
99368772,Mon Oct 25 2021 15:03:51 GMT-0300 (GMT-3),2021-10-25,2021-10-25 18:03:51 UTC,Brasilia,2477449,aleduarte,,2021-10-25 18:04:09 UTC,2021-12-11 15:07:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/99368772,https://inaturalist-open-data.s3.amazonaws.com/photos/165632166/medium.jpg,,"","",1,0,false,3,"Entrada a Cabo Polonio, Sección 10, Rocha, UY",-34.4031731319,-53.7779125572,5,,,,5,,,false,,,Rocha,Uruguay,Rocha,sea fig,Carpobrotus edulis,Garra de León,Plantae,49322,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Carpobrotus
99403560,2021/10/25 6:35 PM -0300,2021-10-25,2021-10-25 21:35:00 UTC,Brasilia,2633413,lurtri,Lucía Rodríguez-Tricot,2021-10-25 23:48:29 UTC,2021-12-10 00:50:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/99403560,https://inaturalist-open-data.s3.amazonaws.com/photos/165695023/medium.jpeg,,"",,1,0,false,,"20000 Maldonado, Departamento de Maldonado, Uruguay",-34.9170878144,-54.9770666592,59,,,,59,,,false,,,Maldonado,Uruguay,Maldonado,sea fig,Carpobrotus edulis,Garra de León,Plantae,49322,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Carpobrotus
99406590,2021/10/25 8:41 PM -03,2021-10-25,2021-10-25 23:41:00 UTC,Brasilia,2595924,mattzarrr,Matías Zarucki,2021-10-26 00:19:18 UTC,2021-12-10 01:18:16 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/99406590,https://inaturalist-open-data.s3.amazonaws.com/photos/165695907/medium.jpeg,,"","",3,0,false,,"20000 Maldonado, Departamento de Maldonado, Uruguay",-34.9178779339,-54.9751906751,4,,,,4,,,false,,,Maldonado,Uruguay,Maldonado,sea fig,Carpobrotus edulis,Garra de León,Plantae,49322,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Carpobrotus
99412637,2021/10/24 9:40 PM -03,2021-10-24,2021-10-25 00:40:00 UTC,Brasilia,2595924,mattzarrr,Matías Zarucki,2021-10-26 01:31:53 UTC,2022-04-03 16:16:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/99412637,https://inaturalist-open-data.s3.amazonaws.com/photos/165706773/medium.jpeg,,"","",2,0,false,,"20000 Maldonado, Departamento de Maldonado, Uruguay",-34.9139551704,-54.9832125804,4,,,,4,,,false,,,Maldonado,Uruguay,Maldonado,planta de hielo,Carpobrotus edulis,Garra de León,Plantae,49322,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Carpobrotus
99413776,2021-10-25 09:21:58,2021-10-25,2021-10-25 12:21:58 UTC,Montevideo,2513727,diego_caballero,Diego Caballero,2021-10-26 01:48:08 UTC,2022-01-30 22:21:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/99413776,https://inaturalist-open-data.s3.amazonaws.com/photos/165715122/medium.jpeg,,"",Sugerencia iNat,2,0,false,2,"Ruta 10 Y Solis, 15100 Marindia, Departamento de Canelones, Uruguay",-34.7807492,-55.8291090997,,,,,,,,false,gps,gps,Canelones,Uruguay,Canelones,sea fig,Carpobrotus edulis,Garra de León,Plantae,49322,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Carpobrotus
99417636,2021-10-24 11:52:58,2021-10-24,2021-10-24 14:52:58 UTC,Montevideo,2513727,diego_caballero,Diego Caballero,2021-10-26 02:37:43 UTC,2022-01-30 22:21:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/99417636,https://inaturalist-open-data.s3.amazonaws.com/photos/165721861/medium.jpeg,,"",,2,0,false,2,"Julieta Y Tnal. Copsa, 15100 Salinas, Departamento de Canelones, Uruguay",-34.7848066997,-55.836016,,,,,,,,false,gps,gps,Canelones,Uruguay,Canelones,sea fig,Carpobrotus edulis,Garra de León,Plantae,49322,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Carpobrotus
99493818,2021/10/24 10:51 AM -0300,2021-10-24,2021-10-24 13:51:00 UTC,Montevideo,2513727,diego_caballero,Diego Caballero,2021-10-26 21:50:49 UTC,2022-01-30 22:21:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/99493818,https://inaturalist-open-data.s3.amazonaws.com/photos/165867144/medium.jpeg,,"",sugiere iNat,2,0,false,,"15100 Salinas, Departamento de Canelones, Uruguay",-34.7800664312,-55.8345833677,1000,,,,1000,,,false,,,Canelones,Uruguay,Canelones,sea fig,Carpobrotus edulis,Garra de León,Plantae,49322,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Carpobrotus
101727836,2021/11/22 12:24 PM -0300,2021-11-22,2021-11-22 15:24:00 UTC,Buenos Aires,3647712,julian_tocce,Julián Rolando Tocce,2021-11-22 22:15:36 UTC,2022-01-22 01:03:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/101727836,https://inaturalist-open-data.s3.amazonaws.com/photos/169917642/medium.jpeg,,"",,2,0,false,,"Parque del Plata, Departamento de Canelones, Uruguay",-34.7667265126,-55.708731867,650,,,,650,,,false,,,Canelones,Uruguay,Canelones,sea fig,Carpobrotus edulis,Garra de León,Plantae,49322,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Carpobrotus
103243256,Fri Dec 17 2021 18:25:23 GMT-0300 (GMT-3),2021-12-17,2021-12-17 21:25:23 UTC,Brasilia,2988066,weba69,,2021-12-18 10:40:18 UTC,2022-01-23 15:20:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/103243256,https://inaturalist-open-data.s3.amazonaws.com/photos/172746949/medium.jpg,,"","",3,0,false,3,"Joaquín Suárez, Sección 17, Canelones Department, UY",-34.7560883333,-55.7087533333,32,,,,32,,,false,,,Canelones,Uruguay,Canelones,sea fig,Carpobrotus edulis,Garra de León,Plantae,49322,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Carpobrotus
103799453,2021-12-27 19:05:37,2021-12-27,2021-12-27 22:05:37 UTC,Montevideo,1318865,rafatosi,Rafael Tosi,2021-12-28 03:57:06 UTC,2022-01-20 01:11:08 UTC,research,CC-BY,https://www.inaturalist.org/observations/103799453,https://inaturalist-open-data.s3.amazonaws.com/photos/173813475/medium.jpeg,,"",,2,0,false,2,"Calle de la Luna y Playa Portezuelo, 20000 Punta Ballena, Departamento de Maldonado, Uruguay",-34.8799109722,-55.0633839722,,,,,,,,false,gps,gps,Maldonado,Uruguay,Maldonado,planta de hielo,Carpobrotus edulis,Garra de León,Plantae,49322,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Carpobrotus
103819528,2021-12-26 19:19:23,2021-12-26,2021-12-26 22:19:23 UTC,Montevideo,331307,angelotenfennicoladeli,Angelo Tenfen Nicoladeli,2021-12-28 13:58:49 UTC,2022-01-20 01:10:38 UTC,research,,https://www.inaturalist.org/observations/103819528,https://static.inaturalist.org/photos/173854553/medium.jpeg,,"",,2,0,false,2,"Unnamed Road, 27202 Departamento de Rocha, Uruguai",-34.4039804,-53.7774738997,,,,,,,,false,gps,gps,Rocha,Uruguay,Rocha,planta de hielo,Carpobrotus edulis,Garra de León,Plantae,49322,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Carpobrotus
103899006,Wed Dec 29 2021 14:17:46 GMT-0300 (GMT-3),2021-12-29,2021-12-29 17:17:46 UTC,Brasilia,1786671,sarah1398,Sarah Glidden,2021-12-29 18:03:38 UTC,2022-01-13 04:38:59 UTC,research,,https://www.inaturalist.org/observations/103899006,https://static.inaturalist.org/photos/174011309/medium.jpg,,"","",3,0,false,3,"Carrasco Beach, Sección 10, Montevideo, UY",-34.8889783333,-56.0500111667,4,,,,4,,,false,,,Montevideo,Uruguay,Montevideo,planta de hielo,Carpobrotus edulis,Garra de León,Plantae,49322,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Carpobrotus
104598141,Sat Jan 08 2022 18:09:53 GMT-0300 (GMT-3),2022-01-08,2022-01-08 21:09:53 UTC,Buenos Aires,2398513,gabriellaufer,Gabriel Laufer,2022-01-08 21:10:43 UTC,2022-01-20 01:00:03 UTC,research,CC0,https://www.inaturalist.org/observations/104598141,https://inaturalist-open-data.s3.amazonaws.com/photos/175299987/medium.jpg,,"","",2,0,false,3,"Rambla, Canelones, UY",-34.7909771372,-55.5398369674,7,,,,7,,,false,,,Canelones,Uruguay,Canelones,planta de hielo,Carpobrotus edulis,Garra de León,Plantae,49322,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Carpobrotus
104689416,Sun Jan 09 2022 18:09:32 GMT-0300 (GMT-3),2022-01-09,2022-01-09 21:09:32 UTC,Buenos Aires,2398513,gabriellaufer,Gabriel Laufer,2022-01-10 04:34:22 UTC,2022-01-20 00:46:37 UTC,research,CC0,https://www.inaturalist.org/observations/104689416,https://inaturalist-open-data.s3.amazonaws.com/photos/175474444/medium.jpg,,"","",2,0,false,3,"Ruta 10 Juan Diaz de Solís, Sección 05, Maldonado, UY",-34.8013583333,-55.3777716667,4,,,,4,,,false,,,Maldonado,Uruguay,Maldonado,planta de hielo,Carpobrotus edulis,Garra de León,Plantae,49322,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Carpobrotus
104813471,Tue Jan 11 2022 19:40:10 GMT-0300 (GMT-3),2022-01-11,2022-01-11 22:40:10 UTC,Montevideo,736016,flo_grattarola,Florencia Grattarola,2022-01-12 15:09:57 UTC,2022-01-13 03:43:57 UTC,research,CC0,https://www.inaturalist.org/observations/104813471,https://inaturalist-open-data.s3.amazonaws.com/photos/175713493/medium.jpg,,"","",2,0,false,3,"Rambla Costanera, Sección 03, Maldonado, UY",-34.8908666667,-55.26575,200,,,,200,,,false,,,Maldonado,Uruguay,Maldonado,planta de hielo,Carpobrotus edulis,Garra de León,Plantae,49322,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Carpobrotus
105282457,2022-01-20 18:59:30,2022-01-20,2022-01-20 21:59:30 UTC,Montevideo,2506430,claudiasimonster,Claudia,2022-01-20 22:01:02 UTC,2022-02-07 04:25:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/105282457,https://inaturalist-open-data.s3.amazonaws.com/photos/176614433/medium.jpeg,,"",,3,0,false,2,"20004 Sauce de Portezuelo, Departamento de Maldonado, Uruguay",-34.88052441,-55.15261415,3,,,,3,,,false,,,Maldonado,Uruguay,Maldonado,sea fig,Carpobrotus edulis,Garra de León,Plantae,49322,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Carpobrotus
106270982,Sun Feb 06 2022 19:19:14 GMT-0300 (GMT-3),2022-02-06,2022-02-06 22:19:14 UTC,Buenos Aires,2398513,gabriellaufer,Gabriel Laufer,2022-02-06 22:19:42 UTC,2022-02-07 03:24:54 UTC,research,CC0,https://www.inaturalist.org/observations/106270982,https://inaturalist-open-data.s3.amazonaws.com/photos/178532925/medium.jpg,,"","",2,0,false,3,"Vuelta del castillo, Sección 05, Maldonado, UY",-34.8024311336,-55.324917594,4,,,,4,,,false,,,Maldonado,Uruguay,Maldonado,sea fig,Carpobrotus edulis,Garra de León,Plantae,49322,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Carpobrotus
106876384,Wed Feb 16 2022 11:03:02 GMT-0300 (GMT-3),2022-02-16,2022-02-16 14:03:02 UTC,Brasilia,1073001,peltzi,"",2022-02-16 20:40:39 UTC,2022-02-17 17:05:50 UTC,research,,https://www.inaturalist.org/observations/106876384,https://static.inaturalist.org/photos/179639377/medium.jpg,,"","",2,0,false,3,"Rambla General Artigas, Punta del Este, Département de Maldonado, UY",-34.9579283333,-54.93718,5,,,,5,,,false,,,Maldonado,Uruguay,Maldonado,sea fig,Carpobrotus edulis,Garra de León,Plantae,49322,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Carpobrotus
107041694,Sat Feb 19 2022 12:58:54 GMT-0300 (GMT-3),2022-02-19,2022-02-19 15:58:54 UTC,Buenos Aires,2398513,gabriellaufer,Gabriel Laufer,2022-02-19 15:59:41 UTC,2022-02-20 12:06:42 UTC,research,CC0,https://www.inaturalist.org/observations/107041694,https://inaturalist-open-data.s3.amazonaws.com/photos/179951174/medium.jpg,,"","",1,0,false,3,"Avenida las Maravillas, Sección 10, Rocha, UY",-34.5824519709,-54.1204483755,4,,,,4,,,false,,,Rocha,Uruguay,Rocha,planta de hielo,Carpobrotus edulis,Garra de León,Plantae,49322,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Carpobrotus
107084263,2022-02-19 19:00:25,2022-02-19,2022-02-19 22:00:25 UTC,Montevideo,3322591,ornitoloca,Agustina Medina,2022-02-20 03:15:18 UTC,2022-02-21 14:45:19 UTC,research,CC-BY,https://www.inaturalist.org/observations/107084263,https://inaturalist-open-data.s3.amazonaws.com/photos/180031505/medium.jpeg,,"",,2,0,false,2,"Av. Del Mar Y Ruta 10, 15100 Marindia, Departamento de Canelones, Uruguay",-34.7793731689,-55.823207855,,,,,,,,false,gps,gps,Canelones,Uruguay,Canelones,planta de hielo,Carpobrotus edulis,Garra de León,Plantae,49322,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Carpobrotus
107709942,Tue Mar 01 2022 15:04:48 GMT-0300 (GMT-3),2022-03-01,2022-03-01 18:04:48 UTC,Buenos Aires,2398513,gabriellaufer,Gabriel Laufer,2022-03-01 18:05:14 UTC,2022-03-01 18:33:38 UTC,research,CC0,https://www.inaturalist.org/observations/107709942,https://inaturalist-open-data.s3.amazonaws.com/photos/181209851/medium.jpg,,"","",1,0,false,3,"Parque Nacional Cabo Polonio, Sección 10, Rocha, UY",-34.4048821181,-53.7812702638,7,,,,7,,,false,,,Rocha,Uruguay,Rocha,sea fig,Carpobrotus edulis,Garra de León,Plantae,49322,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Carpobrotus
107714165,Tue Mar 01 2022 16:23:20 GMT-0300 (GMT-3),2022-03-01,2022-03-01 19:23:20 UTC,Buenos Aires,2398513,gabriellaufer,Gabriel Laufer,2022-03-01 19:23:42 UTC,2022-03-01 20:05:32 UTC,research,CC0,https://www.inaturalist.org/observations/107714165,https://inaturalist-open-data.s3.amazonaws.com/photos/181217830/medium.jpg,,"","",2,0,false,3,"Parque Nacional Cabo Polonio, Sección 10, Rocha, UY",-34.4024113845,-53.7773942203,8,,,,8,,,false,,,Rocha,Uruguay,Rocha,sea fig,Carpobrotus edulis,Garra de León,Plantae,49322,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Carpobrotus
107716646,Tue Mar 01 2022 17:02:23 GMT-0300 (GMT-3),2022-03-01,2022-03-01 20:02:23 UTC,Buenos Aires,2398513,gabriellaufer,Gabriel Laufer,2022-03-01 20:02:48 UTC,2022-03-01 21:16:06 UTC,research,CC0,https://www.inaturalist.org/observations/107716646,https://inaturalist-open-data.s3.amazonaws.com/photos/181222512/medium.jpg,,"","",2,0,false,3,"Parque Nacional Cabo Polonio, Sección 10, Rocha, UY",-34.4056583662,-53.7798425742,5,,,,5,,,false,,,Rocha,Uruguay,Rocha,sea fig,Carpobrotus edulis,Garra de León,Plantae,49322,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Carpobrotus
107910734,Fri Mar 04 2022 18:42:53 GMT-0300 (GMT-3),2022-03-04,2022-03-04 21:42:53 UTC,Buenos Aires,2398513,gabriellaufer,Gabriel Laufer,2022-03-04 21:49:25 UTC,2022-03-05 00:05:20 UTC,research,CC0,https://www.inaturalist.org/observations/107910734,https://inaturalist-open-data.s3.amazonaws.com/photos/181582410/medium.jpg,,"","",2,0,false,3,"Rambla José Gervasio Artigas, Sección 08, Canelones, UY",-34.7760283333,-55.6523083333,4,,,,4,,,false,,,Canelones,Uruguay,Canelones,planta de hielo,Carpobrotus edulis,Garra de León,Plantae,49322,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Carpobrotus
109574399,2019/12/24 3:27 PM -0300,2019-12-24,2019-12-24 18:27:00 UTC,Brasilia,865087,luisfelipe4,Luis Felipe Teixeira,2022-03-26 20:07:39 UTC,2023-01-10 11:06:36 UTC,research,,https://www.inaturalist.org/observations/109574399,https://static.inaturalist.org/photos/184701592/medium.jpeg,,"",,2,0,false,,"20003 Punta Ballena, Maldonado Department, Uruguay",-34.9114611111,-55.0450138889,10,,,,10,,,false,,,Maldonado,Uruguay,Maldonado,sea fig,Carpobrotus edulis,Garra de León,Plantae,49322,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Carpobrotus
109749063,2022-03-28 10:08:32,2022-03-28,2022-03-28 13:08:32 UTC,Montevideo,5193960,guardianesdelacosta,Guardianes de la Costa,2022-03-28 13:08:50 UTC,2022-03-29 07:47:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/109749063,https://inaturalist-open-data.s3.amazonaws.com/photos/185029321/medium.jpeg,,"",,3,0,false,2,"Republica Argentina Y Zufriateguy, 15300 La Floresta, Departamento de Canelones, Uruguay",-34.7644616667,-55.6674066667,2,,,,2,,,false,,,Canelones,Uruguay,Canelones,planta de hielo,Carpobrotus edulis,Garra de León,Plantae,49322,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Carpobrotus
109922922,2021-08-14 09:29:00,2021-08-14,2021-08-14 12:29:00 UTC,Montevideo,5464470,elizabeth1741,Elizabeth Rodríguez,2022-03-30 14:32:45 UTC,2022-03-30 15:03:32 UTC,research,,https://www.inaturalist.org/observations/109922922,https://inaturalist-open-data.s3.amazonaws.com/photos/185355656/medium.jpeg,,"",,2,0,false,2,Sauce de Portezuelo,-34.8732441843,-55.1403426379,1525,,,,1525,,,false,gps,gps,Maldonado,Uruguay,Maldonado,planta de hielo,Carpobrotus edulis,Garra de León,Plantae,49322,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Carpobrotus
